,Game,Players,Hours,Percent Play,Rank,Genre,ESRB_Rating,Platform,Publisher,Developer,Critic_Score,User_Score,Total_Shipped,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year
790,Dead Realm,9.0,46.2,0.0007929515418502203,6276.0,Action-Adventure,,PC,Unknown,"Section Studios, Inc.",,,0.33,,,,,,2018.0
791,Dead Rising 2,21.0,127.69999999999997,0.0018502202643171806,3695.0,Action,M,PC,Capcom,Blue Castle Games,7.7,,0.63,,,,,,2010.0
792,Dead Rising 2 Off the Record,4.0,51.599999999999994,0.0003524229074889868,7408.0,Action,M,PC,Capcom,Blue Castle Games,6.8,,0.26,,,,,,2011.0
794,Dead Space,65.0,327.3999999999999,0.005726872246696035,3895.0,Shooter,M,PC,Electronic Arts,EA Redwood Shores,8.8,,,0.59,,0.54,,0.06,2008.0
795,Dead Space 2,27.0,270.9,0.002378854625550661,6408.0,Shooter,M,PC,Electronic Arts,Visceral Games,8.9,,,0.32,0.13,0.15,,0.04,2011.0
797,Dead or Alive 5 Last Round,1.0,16.3,8.81057268722467e-05,27962.0,Fighting,,PC,Tecmo Koei,Team Ninja,,,,,,,,,2015.0
798,DeadCore,2.0,5.5,0.0001762114537444934,53394.0,Shooter,,PC,Unknown,5 Bits Games,,,,,,,,,2017.0
799,Deadbreed,17.0,47.6,0.0014977973568281939,27986.0,Action,,PC,Unknown,Unknown,,,,,,,,,2014.0
800,Deadfall Adventures,3.0,8.100000000000001,0.00026431718061674007,7637.0,Action,,PC,THQ Nordic,The Farm 51,,,0.25,,,,,,2013.0
801,Deadlight,38.0,108.60000000000002,0.0033480176211453743,2992.0,Action-Adventure,,PC,Microsoft Studios,Tequila Works,,,0.8,,,,,,2012.0
803,Deadly 30,3.0,8.100000000000001,0.00026431718061674007,10931.0,Action,,PC,Headup Games,Ignatus Zuk and Gonzalo Villagomez,,,0.13,,,,,,2014.0
804,Deadly Premonition The Director's Cut,4.0,11.6,0.0003524229074889868,10337.0,Action-Adventure,,PC,Unknown,Rising Star Games,,,0.15,,,,,,2009.0
806,Deadpool,13.0,131.0,0.0011453744493392071,28001.0,Action,M,PC,Activision,High Moon Studios,,,,,,,,,2013.0
807,Dear Esther,31.0,32.1,0.0027312775330396474,28007.0,Misc,,PC,thechineseroom,Unknown,,,,,,,,,2012.0
808,Death Rally,3.0,17.9,0.00026431718061674007,28026.0,Racing,,PC,GT Interactive,Remedy Entertainment,,,,,,,,,1996.0
810,DeathSpank,4.0,43.2,0.0003524229074889868,28040.0,Role-Playing,T,PC,Hothead Games,Hothead Games,8.2,,,,,,,,2010.0
812,Deathmatch Classic,32.0,23.699999999999996,0.0028193832599118945,28037.0,Shooter,,PC,Valve,Valve Software,,,,,,,,,2001.0
813,Deathtrap,2.0,3.1999999999999997,0.0001762114537444934,12400.0,Action,,PC,NeocoreGames,Neocore Games,,,0.1,,,,,,2015.0
816,Defend Your Life,2.0,3.8,0.0001762114537444934,11536.0,Strategy,,PC,Alda Games,Alda Games,,,0.12,,,,,,2015.0
818,Defense Grid 2,13.0,120.19999999999999,0.0011453744493392071,8639.0,Misc,,PC,505 Games,Unknown,,,0.21,,,,,,2014.0
820,Defense Grid The Awakening,41.0,755.8,0.0036123348017621146,4151.0,Strategy,,PC,Hidden Path Entertainment,Hidden Path Entertainment,8.0,,0.56,,,,,,2008.0
823,Delta Force 2,1.0,3.3,8.81057268722467e-05,20583.0,Shooter,T,PC,NovaLogic,NovaLogic,,6.0,,0.0,,0.0,,0.0,1999.0
824,Delta Force Black Hawk Down,1.0,0.6,8.81057268722467e-05,28146.0,Shooter,T,PC,NovaLogic,NovaLogic,,,,,,,,,2003.0
825,Delta Force Black Hawk Down - Team Sabre,1.0,69.0,8.81057268722467e-05,28148.0,Shooter,T,PC,NovaLogic,Ritual Entertainment,,,,,,,,,2004.0
826,Delve Deeper,2.0,4.6000000000000005,0.0001762114537444934,28157.0,Strategy,,PC,Unknown,Lunar Giant Studios,,,,,,,,,2010.0
827,Delver,3.0,2.5999999999999996,0.00026431718061674007,53420.0,Role-Playing,,PC,Unknown,Priority Interrupt,,,,,,,,,2018.0
829,Demigod,11.0,144.0,0.0009691629955947136,17436.0,Strategy,T,PC,Atari,Gas Powered Games,7.2,,,0.02,,0.02,,0.0,2009.0
832,Democracy 3,28.0,152.9,0.0024669603524229075,3421.0,Misc,,PC,Positech Games,Unknown,,,0.69,,,,,,2013.0
836,Deponia,26.0,171.3,0.0022907488986784142,3195.0,Adventure,,PC,Daedalic Entertainment,Daedalic Entertainment,,,0.74,,,,,,2012.0
838,Depression Quest,4.0,6.2,0.0003524229074889868,28208.0,Misc,,PC,The Quinnspiracy,The Quinnspiracy,,,,,,,,,2014.0
840,Depth Hunter 2 Deep Dive,1.0,10.4,8.81057268722467e-05,12091.0,Simulation,,PC,Biart Design Studio,BiArt,,,0.11,,,,,,2014.0
841,Depths of Peril,1.0,0.2,8.81057268722467e-05,28213.0,Role-Playing,,PC,Unknown,Soldak Entertainment,,,,,,,,,2007.0
842,Descent,3.0,20.4,0.00026431718061674007,28232.0,Shooter,T,PC,Interplay,Parallax Software,,,,,,,,,1995.0
845,Desktop Dungeons,3.0,87.9,0.00026431718061674007,53427.0,Role-Playing,,PC,QCF Design,QCF Design,8.5,,,,,,,,2013.0
850,Detective Grimoire,1.0,1.8,8.81057268722467e-05,28296.0,Adventure,,PC,SFB Games,SFB Games,,,,,,,,,2014.0
852,Deus Ex Game of the Year Edition,37.0,188.3,0.0032599118942731277,28305.0,Role-Playing,M,PC,Eidos Interactive,Ion Storm,,,,,,,,,2001.0
853,Deus Ex Human Revolution,138.0,3587.4000000000005,0.012158590308370043,3980.0,Shooter,M,PC,Square Enix,Eidos Montreal,8.7,,,0.58,0.25,0.26,,0.08,2011.0
855,Deus Ex Human Revolution - The Missing Link,22.0,195.50000000000003,0.0019383259911894273,28307.0,Action,M,PC,Square Enix,Eidos Montreal,7.5,,,,,,,,2011.0
856,Deus Ex Invisible War,10.0,18.5,0.000881057268722467,20763.0,Shooter,M,PC,Eidos Interactive,Ion Storm,8.5,,,0.0,,0.0,,0.0,2003.0
858,Deus Ex The Fall,4.0,9.1,0.0003524229074889868,9323.0,Misc,,PC,Square Enix,Unknown,,,0.18,,,,,,2014.0
859,Dev Guy,2.0,1.5,0.0001762114537444934,53437.0,Adventure,,PC,Unknown,Daniel Jonathan Bourke,,,,,,,,,2018.0
861,Devil May Cry 4,18.0,114.7,0.0015859030837004405,6746.0,Action,M,PC,Capcom,Capcom,7.5,,0.3,,,,,,2008.0
865,Dex,1.0,10.8,8.81057268722467e-05,53444.0,Role-Playing,M,PC,Dreadlocks Ltd,Dreadlocks Ltd,,,,,,,,,2015.0
866,DiRT,2.0,8.0,0.0001762114537444934,17452.0,Racing,E,PC,Codemasters,Codemasters,,,,0.02,,0.02,,0.0,2007.0
867,DiRT 2,25.0,268.9,0.0022026431718061676,15177.0,Racing,T,PC,Codemasters,Codemasters,9.0,,,0.05,,0.04,,0.01,2009.0
868,DiRT 3,49.0,691.9000000000002,0.004317180616740088,10402.0,Racing,T,PC,Codemasters,Codemasters,9.0,,,0.15,,0.13,,0.02,2011.0
870,DiRT Rally,18.0,189.7,0.0015859030837004405,16282.0,Racing,,PC,Codemasters,Codemasters,,,,0.04,,0.03,,0.0,2015.0
871,DiRT Showdown,23.0,124.60000000000001,0.002026431718061674,28499.0,Racing,E10,PC,Codemasters,Codemasters,,,,,,,,,2012.0
873,Diaper Dash,1.0,0.3,8.81057268722467e-05,28354.0,Simulation,,PC,PlayFirst,Zemnott,,,,,,,,,2009.0
874,Dig or Die,3.0,21.0,0.00026431718061674007,9786.0,Strategy,,PC,Unknown,Gaddy Games,,,0.17,,,,,,2015.0
877,Diner Dash Hometown Hero,1.0,5.1,8.81057268722467e-05,28455.0,Misc,,PC,PlayFirst,Unknown,,,,,,,,,2007.0
878,DinerTown Tycoon,1.0,1.0,8.81057268722467e-05,28457.0,Simulation,,PC,PlayFirst,PlayFirst,,,,,,,,,2009.0
879,Dino D-Day,64.0,164.0999999999999,0.005638766519823789,28470.0,Shooter,,PC,Unknown,800 North and Digital Ranch,5.5,,,,,,,,2011.0
882,Disciples II Gallean's Return,5.0,47.800000000000004,0.0004405286343612335,28508.0,Strategy,T,PC,Strategy First,Strategy First,,,,,,,,,2005.0
883,Disciples II Rise of the Elves,3.0,1.0,0.00026431718061674007,28511.0,Strategy,T,PC,Strategy First,Strategy First,,,,,,,,,2003.0
885,Disciples III Renaissance,6.0,554.1,0.0005286343612334801,18317.0,Strategy,E10,PC,Kalypso,Akella,,,,0.02,,0.01,,0.0,2010.0
886,Disciples III Resurrection,2.0,10.4,0.0001762114537444934,19705.0,Strategy,,PC,Kalypso,Akella,,,,0.01,0.01,0.0,,0.0,2011.0
888,Dishonored,145.0,2842.2,0.01277533039647577,4458.0,Action,,PC,Bethesda Softworks,Arkane Studios,,,,0.51,0.27,0.19,,0.05,2013.0
893,Distance,5.0,38.2,0.0004405286343612335,9664.0,Misc,,PC,Refract Studios,Unknown,,,0.17,,,,,,2020.0
895,Distant Worlds Universe,1.0,132.0,8.81057268722467e-05,28641.0,Misc,,PC,Slitherine,Unknown,,,,,,,,,2014.0
898,Divekick,6.0,35.6,0.0005286343612334801,8744.0,Misc,,PC,Namco Networks America Inc.,Unknown,,,0.2,,,,,,2013.0
899,Divine Divinity,3.0,10.9,0.00026431718061674007,20545.0,Role-Playing,T,PC,CDV Software Entertainment,Larian Studios,,,,0.0,,0.0,,0.0,2002.0
900,Divine Souls,13.0,29.9,0.0011453744493392071,28656.0,Action,,PC,Unknown,Outspark Inc.,,,,,,,,,1991.0
901,Divinity Dragon Commander,12.0,96.30000000000001,0.0010572687224669603,7369.0,Role-Playing,,PC,Unknown,Larian Studios,,,0.27,,,,,,2003.0
906,Divinity Original Sin,67.0,2380.1,0.0059030837004405284,663.0,Misc,,PC,Focus Home Interactive,Unknown,,,2.71,,,,,,2015.0
908,Dizzel,30.0,63.1,0.0026431718061674008,28660.0,Action,,PC,OGPlanet,Neowiz Entertainment,,,,,,,,,2014.0
909,DmC Devil May Cry,43.0,513.2000000000002,0.003788546255506608,2457.0,Action,M,PC,Capcom,QLOC,,,0.99,,,,,,2013.0
910,Doc Clock The Toasted Sandwich of Time,3.0,2.8000000000000003,0.00026431718061674007,28677.0,Puzzle,E,PC,Stickmen Studios,Stickmen Studios,,,,,,,,,2010.0
912,Dodge,1.0,2.1,8.81057268722467e-05,28690.0,Action,,PC,Yokcos,Yokcos,,,,,,,,,2015.0
913,DogFighter,7.0,4.7,0.0006167400881057269,9448.0,Simulation,,PC,Unknown,"Dark Water Studios, Ltd.",,,0.18,,,,,,2010.0
914,Dogfight 1942,3.0,5.6,0.00026431718061674007,28707.0,Misc,,PC,City Interactive,Unknown,,,,,,,,,2012.0
918,Don Bradman Cricket 14,1.0,89.0,8.81057268722467e-05,28757.0,Sports,,PC,Tru Blu Entertainment,Big Ant Studios,,,,,,,,,2014.0
919,Don't Starve,157.0,3581.9,0.013832599118942732,28771.0,Adventure,T,PC,Klei Entertainment,Klei Entertainment,,,,,,,,,2013.0
922,Door Kickers,13.0,63.400000000000006,0.0011453744493392071,4217.0,Strategy,,PC,KillHouse Games,KillHouse Games,,,0.55,,,,,,2013.0
924,Doorways The Underworld,3.0,11.0,0.00026431718061674007,28842.0,Adventure,,PC,Unknown,Unknown,,,,,,,,,2014.0
925,Dota 2,4841.0,981684.5999999989,0.42651982378854625,28891.0,Strategy,,PC,Valve Corporation,Valve,,,,,,,,,2013.0
929,Downwell,2.0,3.5999999999999996,0.0001762114537444934,6936.0,Platform,,PC,Unknown,Moppin,,,0.29,,,,,,2016.0
931,Draconian Wars,1.0,1.9,8.81057268722467e-05,29033.0,Strategy,,PC,Unknown,Unknown,,,,,,,,,2014.0
932,Dracula Origin,1.0,1.6,8.81057268722467e-05,20673.0,Adventure,,PC,The Adventure Company,Frogwares,,,,0.0,,0.0,,0.0,2008.0
935,Dragon Age II,5.0,372.8,0.0004405286343612335,3676.0,Role-Playing,M,PC,Electronic Arts,BioWare Corp.,7.9,,,0.63,0.23,0.33,,0.08,2011.0
936,Dragon Age Origins,31.0,1886.8,0.0027312775330396474,4527.0,Role-Playing,M,PC,Electronic Arts,BioWare Corp.,9.1,,,0.5,,0.46,,0.04,2009.0
937,Dragon Age Origins - Ultimate Edition,59.0,2552.500000000001,0.005198237885462555,10764.0,Role-Playing,M,PC,Electronic Arts,BioWare Corp.,,,,0.14,,0.12,,0.01,2010.0
939,Dragon Nest,13.0,413.50000000000006,0.0011453744493392071,29147.0,Role-Playing,,PC,Nexon America,Eyedentity Games,8.5,,,,,,,,2011.0
945,Dragon's Prophet,6.0,54.4,0.0005286343612334801,29210.0,MMO,,PC,Sony Online Entertainment,Runewalker Entertainment Ltd.,,,,,,,,,2018.0
949,Drakensang The River of Time,1.0,1.8,8.81057268722467e-05,29241.0,Role-Playing,,PC,ValuSoft,Radon Labs GmbH,,,,,,,,,2011.0
950,Draw a Stickman EPIC,6.0,5.2,0.0005286343612334801,10966.0,Adventure,,PC,Hitcents,Hitcents,,,0.13,,,,,,2013.0
954,Dream Pinball 3D,1.0,0.4,8.81057268722467e-05,20862.0,Misc,E10,PC,SouthPeak Interactive,A.S.K. Homework,,,,0.0,,0.0,,0.0,2008.0
955,Dreamfall Chapters,5.0,23.900000000000002,0.0004405286343612335,9175.0,Misc,,PC,Unknown,Unknown,,,0.19,,,,,,2014.0
956,Dreamfall The Longest Journey,2.0,10.899999999999999,0.0001762114537444934,20655.0,Adventure,M,PC,Aspyr,Funcom,7.4,,,0.0,,0.0,,0.0,2006.0
957,Dreaming Sarah,1.0,0.6,8.81057268722467e-05,8095.0,Platform,,PC,Unknown,Asteristic Game Studio,,,0.23,,,,,,1998.0
959,Driver San Francisco,18.0,105.3,0.0015859030837004405,9140.0,Racing,T,PC,Ubisoft,Ubisoft Reflections,8.3,,,0.19,0.06,0.1,,0.03,2011.0
960,Droid Assault,2.0,1.7,0.0001762114537444934,29306.0,Action,,PC,Puppy Games,Puppygames,,,,,,,,,2008.0
961,Droplitz,8.0,4.8,0.0007048458149779736,29316.0,Puzzle,E,PC,Atlus,Blitz Arcade,,,,,,,,,2009.0
965,DuckTales Remastered,5.0,22.000000000000004,0.0004405286343612335,7559.0,Platform,E,PC,Capcom,WayForward,,,0.26,,,,,,2013.0
967,Duke Nukem Forever,40.0,414.6,0.003524229074889868,2724.0,Shooter,M,PC,2K Games,Gearbox Software,4.6,,0.89,,,,,,2011.0
969,Dungeon Defenders,111.0,3816.2000000000007,0.009779735682819384,744.0,Role-Playing,E10,PC,Trendy Entertainment,Trendy Entertainment,8.3,,2.48,,,,,,2011.0
971,Dungeon Defenders II,85.0,937.0000000000001,0.007488986784140969,29431.0,Action,E10,PC,Trendy Entertainment,Trendy Entertainment,,,,,,,,,2014.0
973,Dungeon Party,1.0,0.3,8.81057268722467e-05,29465.0,Role-Playing,,PC,Focus Home Interactive,Cyanide,,,,,,,,,2009.0
974,Dungeon Siege,11.0,86.99999999999999,0.0009691629955947136,20310.0,Role-Playing,T,PC,Microsoft,Gas Powered Games,,,,0.0,,0.0,,0.0,2002.0
976,Dungeon Siege III,31.0,196.7,0.0027312775330396474,3645.0,Role-Playing,T,PC,Square Enix,Obsidian Entertainment,7.3,,0.64,,,,,,2011.0
977,Dungeon Souls,2.0,92.4,0.0001762114537444934,12094.0,Action-Adventure,,PC,Black Shell Media,Lamina Studios,,,0.11,,,,,,2016.0
978,Dungeon of the Endless,18.0,176.6,0.0015859030837004405,29463.0,Misc,,PC,OnLine Studio Productions LLC,Unknown,,,,,,,,,2013.0
980,Dungeonland,27.0,47.2,0.002378854625550661,29473.0,Misc,,PC,Paradox Interactive,Unknown,,,,,,,,,2013.0
981,Dungeons & Dragons Chronicles of Mystara,5.0,19.499999999999996,0.0004405286343612335,9675.0,Role-Playing,,PC,Unknown,Iron Galaxy Studios,,,0.17,,,,,,2014.0
982,Dungeons & Dragons Daggerdale,6.0,19.700000000000003,0.0005286343612334801,11672.0,Role-Playing,,PC,Atari,Bedlam Games,,,0.11,,,,,,2011.0
985,Dungeons 2,6.0,86.9,0.0005286343612334801,20295.0,Role-Playing,,PC,Kalypso Media,Realmforge Studios,,,,0.0,,0.0,,0.0,2015.0
986,Dungeons The Eye of Draconus,1.0,0.9,8.81057268722467e-05,29492.0,Action,,PC,SuckerFree Games,SuckerFree Games,,,,,,,,,2014.0
987,Dungeons of Dredmor,26.0,739.7,0.0022907488986784142,4171.0,Role-Playing,,PC,Unknown,Gaslamp Games,8.0,,0.55,,,,,,2011.0
988,Dust An Elysian Tail,46.0,335.6,0.004052863436123348,2558.0,Platform,E10,PC,Microsoft Studios,Humble Hearts,,,0.94,,,,,,2013.0
992,Dwarfs!?,5.0,7.1,0.0004405286343612335,8736.0,Strategy,,PC,Tripwire Interactive,Power of 2,,,0.2,,,,,,2011.0
993,Dying Light,80.0,2212.5999999999995,0.007048458149779736,462.0,Action,,PC,Warner Bros. Interactive Entertainment,Techland,,,3.47,,,,,,2016.0
996,Dynomite! Deluxe,1.0,1.9,8.81057268722467e-05,29553.0,Puzzle,E,PC,Electronic Arts,PopCap Games,,,,,,,,,2002.0
999,E.Y.E Divine Cybermancy,24.0,112.4,0.0021145374449339205,29563.0,Role-Playing,RP,PC,Unknown,Streum On Studio,,,,,,,,,2011.0
1003,EVE Online,21.0,732.6,0.0018502202643171806,8684.0,Role-Playing,T,PC,Simon & Schuster Interactive,CCP,,,,0.2,,0.19,,0.01,2003.0
1006,Earth 2150 Lost Souls,1.0,5.3,8.81057268722467e-05,29586.0,Strategy,T,PC,Strategy First,Zuxxez,,,,,,,,,2002.0
1007,Earth 2150 The Moon Project,1.0,8.4,8.81057268722467e-05,29587.0,Strategy,,PC,"Strategic Simulations, Inc",TopWare,,,,,,,,,2001.0
1009,Earth 2160,10.0,58.39999999999999,0.000881057268722467,21116.0,Strategy,T,PC,Midway Games,Reality Pump,,,,0.0,,0.0,,,2005.0
1011,East India Company,1.0,50.0,8.81057268722467e-05,16038.0,Strategy,T,PC,Paradox Interactive,Nitro Games,7.4,,,0.04,0.03,0.0,,0.0,2009.0
1014,East India Company Privateer,1.0,0.3,8.81057268722467e-05,29624.0,Strategy,,PC,Paradox Interactive,Nitro Games,,,,,,,,,2009.0
1018,Echelon,1.0,3.3,8.81057268722467e-05,29652.0,Simulation,E,PC,Buka Entertainment,MADia Entertainment,,,,,,,,,2001.0
1020,Echo of the Wilds,1.0,0.2,8.81057268722467e-05,29658.0,Adventure,,PC,Unknown,Unknown,,,,,,,,,2014.0
1021,Echoes+,8.0,6.6,0.0007048458149779736,53563.0,Shooter,,PC,Unknown,Binary Zoo,,,,,,,,,2018.0
1023,Edge of Space,6.0,15.4,0.0005286343612334801,8380.0,Misc,,PC,Unknown,Unknown,,,0.22,,,,,,2013.0
1024,Edna & Harvey Harvey's New Eyes,3.0,10.1,0.00026431718061674007,8332.0,Adventure,,PC,Rondomedia,Daedalic Entertainment,,,0.22,,,,,,2011.0
1025,Edna & Harvey The Breakout,4.0,10.1,0.0003524229074889868,10761.0,Adventure,,PC,Daedalic Entertainment,Daedalic Entertainment,,,0.14,,,,,,2013.0
1026,Eets,5.0,13.2,0.0004405286343612335,29694.0,Puzzle,,PC,Klei Entertainment,Klei Entertainment,,,,,,,,,2006.0
1028,Eidolon,1.0,0.2,8.81057268722467e-05,29708.0,Adventure,,PC,Ice Water Games,Ice Water Games,,,,,,,,,2014.0
1030,Eldritch,4.0,22.1,0.0003524229074889868,9174.0,Action,,PC,Unknown,Minor Key Games,,,0.19,,,,,,1995.0
1032,Electronic Super Joy,8.0,14.1,0.0007048458149779736,8989.0,Platform,,PC,Unknown,Michael Todd Games,,,0.19,,,,,,1996.0
1035,Eleusis,1.0,0.7,8.81057268722467e-05,29799.0,Misc,,PC,Unknown,Unknown,,,,,,,,,2013.0
1036,Elite Dangerous,33.0,2455.7000000000003,0.002907488986784141,29836.0,Simulation,T,PC,Frontier Developments,Frontier Developments Inc.,,,,,,,,,2014.0
1040,Elven Legacy,3.0,25.8,0.00026431718061674007,15795.0,Strategy,T,PC,Paradox Interactive,1C:Ino-Co,,,,0.04,0.04,,,0.0,2009.0
1041,Emergency 2012,1.0,46.0,8.81057268722467e-05,12597.0,Simulation,T,PC,THQ,Quadriga Games,,,,0.1,0.04,0.05,,0.01,2011.0
1045,Emily is Away,48.0,35.50000000000001,0.004229074889867841,53569.0,Simulation,,PC,Unknown,Kyle Seeley,,,,,,,,,2017.0
1047,Empire Total War,214.0,21030.3,0.018854625550660795,2945.0,Strategy,T,PC,Sega,The Creative Assembly,8.9,,0.81,,,,,,2009.0
1050,Enclave,30.0,80.6,0.0026431718061674008,29898.0,Adventure,M,PC,VU Games,Starbreeze Studios,,,,,,,,,2003.0
1051,Endless Legend,38.0,1288.1000000000001,0.0033480176211453743,29905.0,Misc,,PC,Iceberg Interactive,Unknown,,,,,,,,,2014.0
1053,Endless Space,51.0,1498.6,0.004493392070484581,20606.0,Strategy,T,PC,Iceberg Interactive,Amplitude Studios,,,,0.0,,0.0,,0.0,2012.0
1054,Enemy Front,5.0,57.099999999999994,0.0004405286343612335,9387.0,Shooter,M,PC,City Interactive,City Interactive,,,0.18,,,,,,2014.0
1055,Enemy Mind,4.0,10.6,0.0003524229074889868,10564.0,Shooter,,PC,Unknown,Schell Games,,,0.14,,,,,,2004.0
1056,Enemy Territory Quake Wars,1.0,7.0,8.81057268722467e-05,18402.0,Shooter,T,PC,Activision,Splash Damage,,,,0.02,0.01,0.0,,0.0,2007.0
1059,Enigmatis 2 The Mists of Ravenwood,1.0,5.9,8.81057268722467e-05,29925.0,Adventure,,PC,Artifex Mundi sp. z o.o.,Artifex Mundi sp. z o.o.,,,,,,,,,2013.0
1063,Epic Battle Fantasy 4,4.0,120.8,0.0003524229074889868,29941.0,Role-Playing,,PC,Matt Roszak,Matt Roszak,,,,,,,,,2014.0
1065,Epigenesis,5.0,8.0,0.0004405286343612335,29945.0,Action,,PC,Unknown,Unknown,,,,,,,,,2013.0
1071,Escape Rosecliff Island,2.0,6.2,0.0001762114537444934,29976.0,Adventure,,PC,PopCap Games,SpinTop Games,,,,,,,,,2009.0
1080,Ether One,3.0,25.8,0.00026431718061674007,30051.0,Adventure,,PC,White Paper Games,White Paper Games,,,,,,,,,2014.0
1082,Etherium,1.0,0.3,8.81057268722467e-05,30053.0,Misc,,PC,Focus Home Interactive,Unknown,,,,,,,,,2014.0
1083,Etherlords II,1.0,0.5,8.81057268722467e-05,30055.0,Strategy,T,PC,Strategy First,Nival Interactive,,,,,,,,,2003.0
1084,Eufloria,12.0,295.0,0.0010572687224669603,30056.0,Strategy,,PC,Rudolf Kremers,Rudolf Kremers & Alex May,,,,,,,,,2008.0
1086,Euro Fishing,2.0,1.3,0.0001762114537444934,19711.0,Simulation,,PC,Unknown,Dovetail Games,,,,0.01,,0.01,,0.0,2015.0
1087,Euro Truck Simulator,8.0,11.5,0.0007048458149779736,4750.0,Simulation,,PC,SCS Software,SCS Software,,,,0.48,,0.43,,0.04,2013.0
1088,Euro Truck Simulator 2,171.0,7226.899999999999,0.015066079295154185,182.0,Simulation,,PC,SCS Software,SCS Software,8.5,,5.98,,,,,,2013.0
1089,Eurofighter Typhoon,1.0,0.3,8.81057268722467e-05,20686.0,Simulation,,PC,First Class Simulations,Rage Software,,,,0.0,,0.0,,0.0,2001.0
1090,Europa Universalis III,16.0,1082.9999999999995,0.0014096916299559472,19777.0,Strategy,E,PC,Paradox Interactive,Paradox Interactive,,,,0.01,,0.01,,0.0,2007.0
1091,Europa Universalis IV,50.0,9759.0,0.004405286343612335,20915.0,Strategy,T,PC,Paradox Interactive,Paradox Development,,,,0.0,,0.0,,0.0,2014.0
1095,EverQuest II,8.0,96.8,0.0007048458149779736,30114.0,Role-Playing,T,PC,Sony Online Entertainment,Sony Online Entertainment,,,,,,,,,2004.0
1099,Everyday Genius SquareLogic,1.0,12.2,8.81057268722467e-05,30133.0,Puzzle,,PC,Mumbo Jumbo,TrueThought,,,,,,,,,2009.0
1100,Evil Genius,12.0,201.5,0.0010572687224669603,18503.0,Strategy,T,PC,VU Games,Elixir Studios,,,,0.01,,0.01,,0.0,2004.0
1101,Evochron Mercenary,5.0,16.5,0.0004405286343612335,30155.0,Simulation,,PC,Unknown,StarWraith 3D Games,,,,,,,,,2010.0
1102,Evoland,18.0,60.7,0.0015859030837004405,5190.0,Misc,,PC,Shiro Games,Unknown,,,0.43,,,,,,2013.0
1103,Evolution RTS,3.0,1.3,0.00026431718061674007,30162.0,Misc,,PC,Unknown,Unknown,,,,,,,,,2014.0
1104,Evolve,34.0,786.4999999999999,0.0029955947136563878,8431.0,Misc,,PC,2K Games,Unknown,,,,0.22,0.1,0.1,,0.02,2015.0
1107,F.E.A.R.,24.0,140.59999999999997,0.0021145374449339205,20422.0,Shooter,M,PC,Sierra Entertainment,Monolith Productions,,,,0.0,,0.0,,0.0,2005.0
1108,F.E.A.R. 2 Project Origin,38.0,394.7,0.0033480176211453743,12662.0,Shooter,M,PC,Warner Bros. Interactive,Monolith Productions,8.2,8.5,,0.09,0.04,0.05,,0.01,2009.0
1109,F.E.A.R. 3,53.0,410.4,0.004669603524229075,2175.0,Shooter,M,PC,Warner Bros. Interactive,Day 1 Studios,7.5,,1.1,,,,,,2011.0
1110,F.E.A.R. Extraction Point,5.0,38.5,0.0004405286343612335,30293.0,Shooter,M,PC,Sierra Entertainment,TimeGate Studios / Monolith Productions,,,,,,,,,2006.0
1112,F.E.A.R. Perseus Mandate,7.0,35.39999999999999,0.0006167400881057269,18784.0,Shooter,M,PC,Sierra Entertainment,TimeGate,,,,0.01,0.01,,,0.0,2007.0
1113,F1 2010,6.0,111.1,0.0005286343612334801,14920.0,Racing,E,PC,Codemasters,Codemasters Birmingham,8.0,,,0.05,,0.05,,0.01,2010.0
1114,F1 2011,5.0,78.69999999999999,0.0004405286343612335,9252.0,Racing,E,PC,Codemasters,Codemasters Birmingham,8.1,,,0.18,,0.15,,0.04,2011.0
1115,F1 2012,19.0,1125.5,0.0016740088105726871,5912.0,Racing,E,PC,Codemasters,Codemasters Birmingham,8.8,,0.36,,,,,,2012.0
1116,F1 2013,12.0,569.6,0.0010572687224669603,30307.0,Racing,,PC,Codemasters,Codemasters Birmingham,,,,,,,,,2013.0
1117,F1 2014,8.0,73.8,0.0007048458149779736,9712.0,Racing,,PC,Codemasters,Codemasters Birmingham,,,0.17,,,,,,2014.0
1118,F1 2015,6.0,113.4,0.0005286343612334801,14587.0,Racing,,PC,Codemasters,Codemasters Birmingham,,,,0.06,,0.06,,0.0,2015.0
1119,F1 Race Stars,4.0,21.9,0.0003524229074889868,17475.0,Racing,E,PC,Codemasters,Codemasters Birmingham,,,,0.02,,0.02,,0.0,2012.0
1123,FIFA Manager 09,1.0,411.0,8.81057268722467e-05,20361.0,Sports,,PC,Electronic Arts,Bright Future GmbH,,,,0.0,,0.0,,0.0,2008.0
1124,FIFA Manager 11,1.0,229.0,8.81057268722467e-05,21175.0,Sports,,PC,Electronic Arts,Electronic Arts,,,,0.0,,0.0,,0.0,2010.0
1137,FORCED,27.0,77.49999999999999,0.002378854625550661,3827.0,Misc,,PC,BetaDwarf,Unknown,,,0.6,,,,,,2013.0
1141,FTL Faster Than Light,126.0,2315.8000000000006,0.011101321585903084,31474.0,Misc,,PC,Unknown,Unknown,8.6,,,,,,,,2012.0
1145,Fable Anniversary,17.0,161.70000000000002,0.0014977973568281939,3970.0,Role-Playing,,PC,Microsoft Studios,Lionhead Studios,,,0.58,,,,,,2014.0
