,Game,Players,Hours,Percent Play,Rank,Genre,ESRB_Rating,Platform,Publisher,Developer,Critic_Score,User_Score,Total_Shipped,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year
1733,Larva Mortus,2.0,0.7,0.0001762114537444934,35885.0,Shooter,,PC,Unknown,Rake in Grass,,,,,,,,,2008.0
1738,Left 4 Dead,204.0,8659.900000000001,0.017973568281938326,17603.0,Shooter,M,PC,Valve Corporation,Valve Software,8.6,8.5,,0.02,,0.02,,0.0,2008.0
1739,Left 4 Dead 2,801.0,33596.69999999999,0.0705726872246696,5932.0,Shooter,M,PC,Valve,Certain Affinity / Valve Software,9.0,,,0.36,,0.32,,0.04,2009.0
1741,Legacy of Kain Soul Reaver,3.0,1.9,0.00026431718061674007,35985.0,Action,,PC,Eidos Interactive,Crystal Dynamics,8.8,,,,,,,,1999.0
1743,Legend of Dungeon,6.0,3.1,0.0005286343612334801,8608.0,Role-Playing,,PC,Unknown,Robot Loves Kitty,,,0.21,,,,,,2018.0
1745,Legend of Fae,1.0,0.3,8.81057268722467e-05,35994.0,Puzzle,,PC,Endless Fluff Games,Endless Fluff Games,8.0,,,,,,,,2011.0
1746,Legend of Grimrock,35.0,409.69999999999993,0.0030837004405286344,3119.0,Misc,,PC,Almost Human,Unknown,,,0.76,,,,,,2012.0
1747,Legend of Grimrock 2,7.0,43.800000000000004,0.0006167400881057269,7469.0,Role-Playing,,PC,Unknown,Almost Human Games,,,0.26,,,,,,2002.0
1749,Legendary,10.0,10.0,0.000881057268722467,18108.0,Shooter,M,PC,Gamecock,Spark Unlimited,4.0,,,0.02,,0.02,,0.0,2008.0
1751,Legends of Eisenwald,2.0,50.8,0.0001762114537444934,11787.0,Strategy,,PC,Aterdux Entertainment,Aterdux Entertainment,,,0.11,,,,,,2015.0
1758,Lethal League,12.0,26.8,0.0010572687224669603,36126.0,Fighting,,PC,Unknown,Unknown,,,,,,,,,2014.0
1762,Lichdom Battlemage,11.0,48.2,0.0009691629955947136,8035.0,Role-Playing,,PC,Unknown,Unknown,,,0.23,,,,,,2014.0
1764,Life is Feudal Your Own,13.0,368.6,0.0011453744493392071,4327.0,Role-Playing,,PC,Unknown,Bitbox Ltd.,,,0.53,,,,,,2015.0
1766,Life of Pixel,1.0,0.2,8.81057268722467e-05,36155.0,Misc,,PC,Unknown,Unknown,,,,,,,,,2014.0
1767,Lifeless Planet,5.0,56.7,0.0004405286343612335,36161.0,Misc,,PC,Unknown,Unknown,,,,,,,,,2014.0
1768,Light,1.0,2.1,8.81057268722467e-05,36167.0,Action,,PC,Team17 Software,Just A Pixel Ltd.,,,,,,,,,2014.0
1769,Light of Altair,2.0,2.8,0.0001762114537444934,36177.0,Simulation,,PC,Unknown,SaintXi,7.0,,,,,,,,2009.0
1771,Lili Child of Geos,1.0,0.4,8.81057268722467e-05,36188.0,Misc,,PC,"BitMonster, Inc.",Unknown,,,,,,,,,2014.0
1772,Lilly Looking Through,1.0,7.5,8.81057268722467e-05,36193.0,Misc,,PC,Unknown,Unknown,,,,,,,,,2014.0
1776,Little Farm,1.0,1.4,8.81057268722467e-05,36237.0,Puzzle,E,PC,Mumbo Jumbo,Hot Lava,,,,,,,,,2008.0
1778,Little Racers STREET,5.0,18.4,0.0004405286343612335,12246.0,Racing,,PC,Milkstone Studios,Milkstone Studios S.L.,,,0.1,,,,,,2014.0
1779,Loadout,177.0,1399.8,0.015594713656387664,36268.0,Shooter,,PC,Edge of Reality,Edge of Reality,,,,,,,,,2014.0
1781,London 2012 The Official Video Game of the Olympic Games,2.0,37.099999999999994,0.0001762114537444934,36307.0,Sports,E,PC,Sega,Sega Studios Australia,5.0,,,,,,,,2012.0
1783,Long Live The Queen,15.0,44.1,0.0013215859030837004,5847.0,Misc,,PC,Fabio Ricci,Unknown,,,0.37,,,,,,2013.0
1784,Loom,5.0,8.4,0.0004405286343612335,36327.0,Adventure,,PC,LucasArts,Lucasfilm Games,,,,,,,,,1990.0
1786,Lords of Magic Special Edition,1.0,1.2,8.81057268722467e-05,36355.0,Strategy,,PC,Rebellion,Impressions Games,,,,,,,,,1998.0
1788,Lords of the Realm II,1.0,4.7,8.81057268722467e-05,36357.0,Strategy,T,PC,Sierra Entertainment,Impressions Games,,,,,,,,,1996.0
1789,Lost Horizon,3.0,55.9,0.00026431718061674007,11827.0,Adventure,,PC,Deep Silver,Animation Arts,,,,0.11,,0.1,,0.02,2010.0
1790,Lost Lands A Hidden Object Adventure,4.0,1.6,0.0003524229074889868,54145.0,Adventure,,PC,FIVE-BN GAMES,FIVE-BN GAMES,,,,,,,,,2015.0
1791,Lost Planet 2,8.0,31.300000000000004,0.0007048458149779736,17233.0,Shooter,T,PC,Capcom,Capcom,,,,0.03,,0.02,,0.0,2010.0
1792,Lost Planet 3,14.0,149.79999999999995,0.0012334801762114538,7101.0,Shooter,T,PC,Capcom,Spark Unlimited,,,0.28,,,,,,2013.0
1793,Lost Planet Extreme Condition,17.0,58.3,0.0014977973568281939,20718.0,Shooter,,PC,Capcom,Capcom,,,,0.0,,0.0,,0.0,2007.0
1797,Lovely Planet,2.0,2.6,0.0001762114537444934,9337.0,Action,E10,PC,TinyBuild Games,QUICKTEQUILA,,,0.18,,,,,,2014.0
1798,Lucid,2.0,1.5999999999999999,0.0001762114537444934,36441.0,Puzzle,,PC,Unknown,YeaBoing,,,,,,,,,2011.0
1799,Lucidity,1.0,0.4,8.81057268722467e-05,36443.0,Platform,E,PC,LucasArts,LucasArts,7.0,,,,,,,,2009.0
1800,Lucius,24.0,106.89999999999998,0.0021145374449339205,3869.0,Action,,PC,Lace Mamba Global,Shiver Games,,,0.6,,,,,,2012.0
1803,Lume,4.0,3.5999999999999996,0.0003524229074889868,36479.0,Puzzle,,PC,Unknown,State of Play Games,,,,,,,,,2011.0
1804,Lumines,1.0,2.2,8.81057268722467e-05,36481.0,Puzzle,E,PC,WildTangent,Q Entertainment,,,,,,,,,2007.0
1805,Lumino City,1.0,7.4,8.81057268722467e-05,36490.0,Adventure,,PC,State of Play Games,State of Play Games,,,,,,,,,2015.0
1808,M.U.D. TV,2.0,20.8,0.0001762114537444934,21193.0,Strategy,,PC,Kalypso,Realmforge Studios,,,,0.0,,0.0,,0.0,2010.0
1810,MDK,1.0,1.1,8.81057268722467e-05,21124.0,Shooter,T,PC,Playmates,Shiny Entertainment,,,,0.0,,0.0,,,1997.0
1821,MLB Front Office Manager,3.0,95.9,0.00026431718061674007,38121.0,Sports,E,PC,2K Sports,Blue Castle Games,,,,,,,,,2009.0
1824,MX vs. ATV Reflex,7.0,35.9,0.0006167400881057269,6626.0,Racing,,PC,Unknown,Double Helix Games,,,0.31,,,,,,2001.0
1825,MX vs. ATV Supercross Encore,1.0,3.9,8.81057268722467e-05,19349.0,Sports,E,PC,Nordic Games,Rainbow Studios,,,,0.01,,0.01,,0.0,2015.0
1827,Mabinogi,5.0,620.2,0.0004405286343612335,36556.0,Role-Playing,,PC,Nexon,Nexon,,,,,,,,,2008.0
1829,Machinarium,34.0,147.00000000000006,0.0029955947136563878,3796.0,Adventure,E,PC,Amanita Design,Amanita Design,8.0,,0.61,,,,,,2009.0
1830,Mad Games Tycoon,2.0,38.4,0.0001762114537444934,9452.0,Simulation,,PC,Unknown,Eggcode,,,0.18,,,,,,2009.0
1834,Mafia,4.0,34.6,0.0003524229074889868,15616.0,Action,M,PC,Gathering of Developers,Illusion Softworks,9.2,,,0.04,,0.04,,0.0,2002.0
1835,Mafia II,116.0,2893.400000000001,0.010220264317180617,827.0,Action,M,PC,2K Games,Illusion Softworks,7.6,,2.31,,,,,,2010.0
1842,Magic The Gathering - Duels of the Planeswalkers,12.0,255.6,0.0010572687224669603,36715.0,Strategy,T,PC,Wizards of the Coast,Stainless Games,7.5,,,,,,,,2010.0
1843,Magic The Gathering - Duels of the Planeswalkers 2013,18.0,295.80000000000007,0.0015859030837004405,4958.0,Strategy,,PC,Unknown,Stainless Games,,,0.45,,,,,,2010.0
1844,Magical Diary,1.0,8.9,8.81057268722467e-05,36735.0,Misc,,PC,Fabio Ricci,Unknown,,,,,,,,,2012.0
1846,Magicka,193.0,2053.8,0.017004405286343612,17123.0,Role-Playing,T,PC,Paradox Interactive,Arrowhead Game Studios,7.6,,,0.03,,0.02,,0.0,2011.0
1847,Magicka 2,16.0,62.9,0.0014096916299559472,2804.0,Action,,PC,Paradox Interactive,Paradox Interactive,,,0.86,,,,,,2015.0
1848,Magicka Wizard Wars,115.0,483.89999999999986,0.01013215859030837,36788.0,Misc,,PC,Paradox Interactive,Unknown,,,,,,,,,2014.0
1854,Majesty 2 Collection,5.0,112.6,0.0004405286343612335,18438.0,Strategy,T,PC,Paradox Interactive,1C:Ino-Co,,,,0.02,,0.01,,0.0,2011.0
1860,MapleStory,21.0,643.8,0.0018502202643171806,37000.0,Role-Playing,E10,PC,Nexon America,Wizet,,,,,,,,,2005.0
1862,March of War,17.0,136.8,0.0014977973568281939,37042.0,Strategy,,PC,Isotx,Isotx,,,,,,,,,2014.0
1865,Mark of the Ninja,71.0,424.1000000000001,0.006255506607929516,1398.0,Action,,PC,Microsoft Studios,Klei Entertainment,9.3,,1.56,,,,,,2012.0
1868,Mars War Logs,11.0,47.9,0.0009691629955947136,9031.0,Misc,,PC,Focus Home Interactive,Unknown,,,0.19,,,,,,2013.0
1871,Mass Effect,69.0,2609.7999999999984,0.006079295154185022,3496.0,Role-Playing,M,PC,Electronic Arts,BioWare / Demiurge Studios,9.1,,,0.67,,0.59,,0.07,2008.0
1872,Mass Effect 2,56.0,2492.0,0.004933920704845815,5644.0,Role-Playing,M,PC,Electronic Arts,BioWare Corp.,9.6,,,0.39,0.01,0.32,,0.05,2010.0
1875,Max Gentlemen,1.0,0.2,8.81057268722467e-05,37317.0,Action,,PC,The Men Who Wear Many Hats LLC,The Men Who Wear Many Hats LLC,,,,,,,,,2014.0
1876,Max Payne,16.0,81.10000000000001,0.0014096916299559472,17764.0,Shooter,M,PC,Gathering of Developers,Remedy Entertainment,9.2,,,0.02,,0.02,,0.0,2001.0
1877,Max Payne 2 The Fall of Max Payne,15.0,130.5,0.0013215859030837004,17106.0,Shooter,M,PC,Rockstar Games,Remedy Entertainment,9.1,,,0.03,,0.02,,0.0,2003.0
1878,Max Payne 3,93.0,1941.3999999999996,0.008193832599118944,1205.0,Shooter,M,PC,Rockstar Games,Rockstar Vancouver,9.0,,1.74,,,,,,2012.0
1882,MechWarrior Online,8.0,47.199999999999996,0.0007048458149779736,37388.0,Misc,,PC,Infinite Game Publishing,Unknown,,,,,,,,,2013.0
1884,Medal of Honor Airborne,10.0,263.3,0.000881057268722467,14924.0,Shooter,T,PC,Electronic Arts,EA Los Angeles,,,,0.05,0.0,0.04,,0.01,2007.0
1888,Medieval II Total War,76.0,3284.0,0.006696035242290749,4210.0,Strategy,T,PC,Sega,The Creative Assembly,8.8,,0.55,,,,,,2006.0
1889,Medieval II Total War Kingdoms,34.0,1648.8000000000004,0.0029955947136563878,9510.0,Strategy,T,PC,Sega,The Creative Assembly,8.2,,0.17,,,,,,2007.0
1890,Mega Man Legacy Collection,1.0,6.4,8.81057268722467e-05,10886.0,Platform,E,PC,Capcom,Digital Eclipse Software,,,0.13,,,,,,2015.0
1891,Melissa K. and the Heart of Gold Collector's Edition,2.0,9.399999999999999,0.0001762114537444934,9277.0,Adventure,,PC,Unknown,SDP Games,,,0.18,,,,,,2005.0
1894,Memories of a Vagabond,9.0,31.1,0.0007929515418502203,37571.0,Role-Playing,,PC,DarkElite,DarkElite,,,,,,,,,2014.0
1895,Men of War,12.0,288.1,0.0010572687224669603,16670.0,Strategy,M,PC,Aspyr,Best Way,9.0,,,0.03,0.01,0.02,,0.0,2009.0
1896,Men of War Assault Squad,20.0,1259.6000000000001,0.001762114537444934,14641.0,Strategy,T,PC,1C Company,Digitalmindsoft,8.0,,,0.06,0.01,0.04,,0.01,2011.0
1898,Men of War Condemned Heroes,3.0,26.4,0.00026431718061674007,37606.0,Misc,,PC,1C Company,1C-SoftClub,,,,,,,,,2012.0
1899,Men of War Red Tide,7.0,39.6,0.0006167400881057269,19974.0,Strategy,T,PC,Aspyr,1C Company,,,,0.0,,0.0,,0.0,2009.0
1900,Men of War Vietnam,5.0,39.0,0.0004405286343612335,11024.0,Strategy,T,PC,1C Company,1C Company,7.2,,0.13,,,,,,2011.0
1902,Mercenary Kings,10.0,75.6,0.000881057268722467,6630.0,Misc,,PC,Tribute Games,Unknown,,,0.31,,,,,,2014.0
1903,Merchants of Kaidan,2.0,15.1,0.0001762114537444934,37620.0,Role-Playing,,PC,Forever Entertainment S.A.,Forever Entertainment S.A.,,,,,,,,,2014.0
1904,Meridian New World,3.0,2.4,0.00026431718061674007,37631.0,Misc,,PC,Headup Games,Unknown,,,,,,,,,2014.0
1913,Metro Last Light,83.0,1101.9000000000003,0.0073127753303964755,1496.0,Shooter,M,PC,Deep Silver,4a-games,,,1.49,,,,,,2013.0
1915,Metrocide,2.0,1.6,0.0001762114537444934,37757.0,Action,,PC,Flat Earth Games,Flat Earth Games,,,,,,,,,2014.0
1921,Midnight Club II,3.0,21.4,0.00026431718061674007,37850.0,Racing,T,PC,Rockstar Games,Rockstar San Diego,,,,,,,,,2003.0
1925,Might & Magic Clash of Heroes,7.0,148.8,0.0006167400881057269,6606.0,Role-Playing,E10,PC,Ubisoft,Capybara Games,,8.0,0.31,,,,,,2011.0
1928,Might & Magic Heroes VI,41.0,4139.500000000001,0.0036123348017621146,6071.0,Role-Playing,T,PC,Ubisoft,Black Hole Games,7.4,,,0.35,0.15,0.14,,0.05,2011.0
1932,Millennium - A New Hope,1.0,2.2,8.81057268722467e-05,37955.0,Misc,,PC,Unknown,Unknown,,,,,,,,,2009.0
1933,Millie,1.0,15.2,8.81057268722467e-05,54235.0,Puzzle,,PC,Forever Entertainment S.A.,Forever Entertainment S.A.,,,,,,,,,2014.0
1936,Mini Metro,6.0,106.2,0.0005286343612334801,4226.0,Strategy,,PC,Unknown,Dinosaur Polo Club,,,0.55,,,,,,2010.0
1938,Mini Ninjas,2.0,9.0,0.0001762114537444934,17992.0,Action,E10,PC,Eidos Interactive,IO Interactive,,,,0.02,,0.02,,0.0,2009.0
1940,Minimum,11.0,66.7,0.0009691629955947136,7860.0,Action,,PC,Atari,Human Head Studios,,,0.24,,,,,,2014.0
1941,Mirror's Edge,119.0,533.3999999999999,0.010484581497797357,14931.0,Platform,T,PC,Electronic Arts,EA Digital Illusions CE,,,,0.05,,0.05,,0.01,2009.0
1942,MirrorMoon EP,1.0,0.6,8.81057268722467e-05,38060.0,Misc,,PC,Unknown,Unknown,,,,,,,,,2009.0
1943,Miscreated,4.0,27.1,0.0003524229074889868,2101.0,MMO,,PC,Unknown,Entrada Interactive,,,1.12,,,,,,2001.0
1944,Mishap An Accidental Haunting,2.0,15.6,0.0001762114537444934,38063.0,Adventure,,PC,Namco Networks America,Virtual Prophecy Entertainment,,,,,,,,,2010.0
1948,Mitsurugi Kamui Hikae,2.0,0.8999999999999999,0.0001762114537444934,10161.0,Action-Adventure,,PC,Unknown,Zenith Blue,,,0.15,,,,,,2010.0
1952,Monaco,64.0,169.39999999999998,0.005638766519823789,38209.0,Misc,,PC,Unknown,Pocketwatch Games,,,,,,,,,2001.0
1953,Monday Night Combat,19.0,132.39999999999998,0.0016740088105726871,38218.0,Shooter,T,PC,Uber Entertainment,Uber Entertainment,8.0,,,,,,,,2011.0
1955,Monochroma,1.0,6.0,8.81057268722467e-05,38233.0,Misc,,PC,Nowhere Studios,Unknown,,,,,,,,,2014.0
1956,Monopoly,4.0,18.9,0.0003524229074889868,792.0,Misc,,PC,Hasbro Interactive,Unknown,,,,2.39,1.49,0.81,,0.1,1995.0
1957,Monster Bash,1.0,0.2,8.81057268722467e-05,38266.0,Action,,PC,3D Realms,"Apogee Software, Ltd.",,,,,,,,,1993.0
1961,Moonbase Alpha,35.0,77.7,0.0030837004405286344,38374.0,Simulation,E,PC,Unknown,"Virtual Heroes, Inc.",,,,,,,,,2010.0
1964,Morphopolis,4.0,9.3,0.0003524229074889868,38393.0,Adventure,,PC,Unknown,Unknown,,,,,,,,,2014.0
1966,Mortal Kombat Komplete Edition,65.0,1324.2999999999995,0.005726872246696035,1975.0,Fighting,M,PC,Warner Bros. Interactive Entertainment,NetherRealm Studios,,,1.19,,,,,,2013.0
1968,Mortal Kombat X,38.0,2598.099999999999,0.0033480176211453743,15017.0,Fighting,M,PC,Warner Bros. Interactive Entertainment,NetherRealm Studios,,,,0.05,0.01,0.04,,0.0,2015.0
1973,Mount & Blade,29.0,727.4999999999999,0.002555066079295154,17649.0,Role-Playing,T,PC,Paradox Interactive,Taleworlds,7.2,8.8,,0.02,,0.02,,0.0,2008.0
1974,Mount & Blade Warband,113.0,20636.8,0.009955947136563876,17998.0,Role-Playing,,PC,Paradox Interactive,Taleworlds,,,,0.02,0.01,0.01,,0.0,2010.0
1976,Mount Your Friends,15.0,72.0,0.0013215859030837004,2562.0,Action,,PC,Unknown,Unknown,,,0.94,,,,,,2014.0
1977,Mountain,12.0,308.2,0.0010572687224669603,5778.0,Simulation,,PC,Double Fine Productions,Double Fine Productions,,,0.38,,,,,,2014.0
1980,Mr. Bree+,1.0,1.5,8.81057268722467e-05,38523.0,Misc,,PC,Unknown,Unknown,,,,,,,,,2014.0
1981,Mr. Robot,1.0,0.1,8.81057268722467e-05,38556.0,Platform,,PC,Moonpod,Moonpod,,,,,,,,,2007.0
1982,Multiwinia,6.0,35.7,0.0005286343612334801,9347.0,Strategy,,PC,Independent,Introversion Software,,,0.18,,,,,,2008.0
1983,Murder Miners,5.0,7.6,0.0004405286343612335,5268.0,Shooter,,PC,JForce Games,JForce Games,,,0.42,,,,,,2014.0
1984,Mushroom 11,1.0,0.7,8.81057268722467e-05,38634.0,Misc,,PC,SevenOne Intermedia GmbH,Unknown,,,,,,,,,2015.0
1988,Myst Masterpiece Edition,4.0,9.5,0.0003524229074889868,20372.0,Adventure,,PC,Red Orb,Cyan Worlds,,,,0.0,,0.0,,0.0,1999.0
1990,Mystery P.I. The Lottery Ticket,2.0,17.099999999999998,0.0001762114537444934,20307.0,Puzzle,,PC,PopCap Games,SpinTop Games,,,,0.0,,0.0,,0.0,2007.0
1996,NASCAR '14,3.0,10.8,0.00026431718061674007,38944.0,Racing,E,PC,Deep Silver,Eutechnyx,,,,,,,,,2014.0
1998,NBA 2K11,1.0,0.2,8.81057268722467e-05,9095.0,Sports,E,PC,2K Sports,Visual Concepts,,,,0.19,0.18,,,0.01,2010.0
1999,NBA 2K12,2.0,182.5,0.0001762114537444934,10038.0,Sports,E,PC,2K Sports,Visual Concepts,8.5,,,0.16,0.09,0.05,,0.02,2011.0
2000,NBA 2K13,6.0,304.7,0.0005286343612334801,16853.0,Sports,E,PC,2K Sports,Visual Concepts,9.1,,,0.03,0.0,0.02,,0.0,2012.0
2001,NBA 2K14,16.0,1491.4999999999998,0.0014096916299559472,39021.0,Sports,E,PC,2K Sports,Visual Concepts,,,,,,,,,2013.0
2002,NBA 2K15,20.0,2714.7,0.001762114537444934,39023.0,Sports,,PC,2K Sports,Visual Concepts,,,,,,,,,2014.0
2003,NBA 2K16,12.0,993.3,0.0010572687224669603,11444.0,Sports,E10,PC,2K Sports,Visual Concepts,,,,0.12,0.05,0.07,,0.01,2015.0
2004,NBA 2K9,7.0,228.6,0.0006167400881057269,21045.0,Sports,E,PC,2K Sports,Visual Concepts,8.0,,,0.0,,0.0,,0.0,2008.0
2006,NEKOPARA Vol. 0,6.0,13.299999999999999,0.0005286343612334801,4087.0,Visual Novel,,PC,Unknown,Neko Works,,,0.57,,,,,,2017.0
2007,NEKOPARA Vol. 1,9.0,44.199999999999996,0.0007929515418502203,4003.0,Visual Novel,,PC,Unknown,Neko Works,,,0.58,,,,,,1992.0
2009,NEOTOKYO,15.0,33.4,0.0013215859030837004,39209.0,Action,,PC,Unknown,Unknown,,,,,,,,,2014.0
2017,Nancy Drew Danger By Design,1.0,7.2,8.81057268722467e-05,20487.0,Adventure,,PC,Her Interactive,Her Interactive,,,,0.0,,0.0,,0.0,2006.0
2021,Nancy Drew Last Train to Blue Moon Canyon,1.0,4.0,8.81057268722467e-05,38893.0,Adventure,,PC,Her Interactive,Her Interactive,,,,,,,,,2005.0
2027,Nancy Drew The Captive Curse,1.0,7.4,8.81057268722467e-05,38899.0,Adventure,E10,PC,Her Interactive,Her Interactive,,,,,,,,,2012.0
2028,Nancy Drew The Creature of Kapu Cave,1.0,1.6,8.81057268722467e-05,38900.0,Adventure,,PC,Her Interactive,Her Interactive,,,,,,,,,2006.0
2030,Nancy Drew The Haunted Carousel,1.0,5.9,8.81057268722467e-05,38902.0,Adventure,,PC,Her Interactive,Her Interactive,,,,,,,,,2003.0
2031,Nancy Drew The White Wolf of Icicle Creek,1.0,13.3,8.81057268722467e-05,38906.0,Adventure,E,PC,Her Interactive,Her Interactive,,,,,,,,,2007.0
2033,Nancy Drew Warnings at Waverly Academy,1.0,5.8,8.81057268722467e-05,38908.0,Adventure,E,PC,Her Interactive,Her Interactive,,,,,,,,,2009.0
2034,Napoleon Total War,135.0,9966.000000000004,0.011894273127753305,3501.0,Strategy,T,PC,Sega,The Creative Assembly,8.5,,,0.67,0.02,0.54,,0.11,2010.0
2036,Narco Terror,1.0,3.3,8.81057268722467e-05,38928.0,Misc,,PC,Deep Silver,Unknown,,,,,,,,,2013.0
2037,Nation Red,13.0,87.00000000000001,0.0011453744493392071,38981.0,Shooter,,PC,DiezelPower,DiezelPower,,,,,,,,,2009.0
2039,Naval War Arctic Circle,1.0,27.0,8.81057268722467e-05,20437.0,Strategy,,PC,Paradox Interactive,Turbo Tape Games,,,,0.0,,0.0,,0.0,2012.0
2040,Naval Warfare,1.0,0.6,8.81057268722467e-05,38993.0,Strategy,,PC,Unknown,Game Distillery s.r.o.,,,,,,,,,2011.0
2042,NecroVisioN Lost Company,1.0,0.5,8.81057268722467e-05,20634.0,Shooter,,PC,1C Company,Farm 51,,,,0.0,,0.0,,0.0,2010.0
2044,Need for Speed Hot Pursuit,56.0,612.6,0.004933920704845815,5851.0,Racing,T,PC,Electronic Arts,Criterion Games,8.9,,,0.37,0.12,0.2,,0.05,2010.0
2046,Need for Speed Undercover,12.0,116.2,0.0010572687224669603,13632.0,Racing,T,PC,Electronic Arts,EA Vancouver,,,,0.07,,0.07,,0.01,2008.0
2053,Neverwinter,136.0,3451.4999999999995,0.011982378854625551,39265.0,Role-Playing,,PC,Perfect World Entertainment,Cryptic Studios,,,,,,,,,2013.0
2054,Neverwinter Nights 2 Platinum,12.0,518.4,0.0010572687224669603,39270.0,Role-Playing,T,PC,Atari,Obsidian Entertainment,,,,,,,,,2010.0
2059,Nexuiz,4.0,2.0,0.0003524229074889868,39311.0,Shooter,,PC,Nexuiz Team,Nexuiz Team,,,,,,,,,2005.0
2060,Nexus The Jupiter Incident,3.0,5.6,0.00026431718061674007,20620.0,Strategy,T,PC,HD Interactive,Mithis Entertainment,,,,0.0,,0.0,,0.0,2005.0
2062,Nidhogg,32.0,124.99999999999999,0.0028193832599118945,3018.0,Action,,PC,Messhof,Messhof,,,0.79,,,,,,2014.0
2065,NightSky,10.0,5.6000000000000005,0.000881057268722467,8245.0,Puzzle,,PC,Unknown,Nicalis,7.8,,0.22,,,,,,2011.0
2071,Nikopol Secrets of the Immortals,1.0,0.6,8.81057268722467e-05,39483.0,Adventure,T,PC,Got Game Entertainment,White Birds Productions,,,,,,,,,2008.0
2074,Nimbus,3.0,1.6,0.00026431718061674007,39484.0,Puzzle,,PC,Unknown,Noumenon Games,8.0,,,,,,,,2010.0
2077,No Time To Explain Remastered,3.0,17.3,0.00026431718061674007,5944.0,Action-Adventure,,PC,Unknown,TinyBuild Games,,,0.36,,,,,,2018.0
2078,No Time to Explain,3.0,4.1,0.00026431718061674007,39605.0,Action,,PC,TinyBuild Games,TinyBuild Games,,,,,,,,,2013.0
2080,Noir Syndrome,2.0,1.9,0.0001762114537444934,39689.0,Adventure,,PC,Glass Knuckle Games,Glass Knuckle Games,,,,,,,,,2014.0
2081,Nom Nom Galaxy,1.0,8.0,8.81057268722467e-05,39697.0,Action,,PC,Q-Games,Q-Games,,,,,,,,,2014.0
2083,Nosgoth,171.0,1320.8999999999996,0.015066079295154185,39717.0,Action,,PC,Square Enix,Psyonix,,,,,,,,,2020.0
2084,Nostradamus The Last Prophecy,1.0,14.4,8.81057268722467e-05,20472.0,Adventure,E10,PC,MC2 Entertainment,Kheops Studio,,,,0.0,,0.0,,0.0,2007.0
2087,Nuclear Dawn,12.0,101.50000000000001,0.0010572687224669603,20897.0,Misc,M,PC,Viva Media,InterWave Studios,,,,0.0,,0.0,,0.0,2011.0
2088,Nuclear Throne,11.0,65.2,0.0009691629955947136,4627.0,Shooter,,PC,Unknown,Vlambeer,,,0.49,,,,,,2017.0
2090,Numen Contest of Heroes,2.0,1.2999999999999998,0.0001762114537444934,39747.0,Role-Playing,,PC,Cinemax,Cinemax,,,,,,,,,2010.0
2091,Nux,2.0,8.2,0.0001762114537444934,39760.0,Action,E,PC,Kiss,Idigicon,,,,,,,,,2006.0
2093,O.R.B.,1.0,0.7,8.81057268722467e-05,39768.0,Strategy,,PC,Strategy First,Strategy First,,,,,,,,,2002.0
2098,OTTTD,2.0,3.8,0.0001762114537444934,40158.0,Strategy,,PC,SMG Studio,SMG Studio,,,,,,,,,2014.0
2099,Obludia,1.0,3.0,8.81057268722467e-05,39776.0,Action,,PC,FobTi Interactive,FobTi Interactive,,,,,,,,,2014.0
2100,Obscure,1.0,7.9,8.81057268722467e-05,20736.0,Adventure,M,PC,DreamCatcher Interactive,Hydravision Entertainment,,,,0.0,,0.0,,0.0,2005.0
2102,Obulis,4.0,11.2,0.0003524229074889868,39783.0,Puzzle,,PC,Meridian4,IonFX,,,,,,,,,2009.0
2103,Oceanhorn Monster of Uncharted Seas,1.0,0.2,8.81057268722467e-05,39789.0,Action,,PC,FDG Entertainment,Cornfox & Brothers,,,,,,,,,2015.0
2104,Octodad Dadliest Catch,24.0,148.20000000000002,0.0021145374449339205,3976.0,Misc,,PC,Young Horses,Unknown,,,0.58,,,,,,2014.0
2105,Oddworld Abe's Exoddus,8.0,21.7,0.0007048458149779736,39821.0,Platform,T,PC,GT Interactive,Oddworld Inhabitants,8.3,,,,,,,,1998.0
2106,Oddworld Abe's Oddysee,15.0,28.399999999999995,0.0013215859030837004,39828.0,Platform,T,PC,GT Interactive,Oddworld Inhabitants,8.1,,,,,,,,1997.0
2107,Oddworld Munch's Oddysee,2.0,1.5,0.0001762114537444934,11971.0,Platform,,PC,Oddworld Inhabitants,Oddworld Inhabitants,,,0.11,,,,,,2010.0
2109,Oddworld Stranger's Wrath HD,9.0,17.3,0.0007929515418502203,10204.0,Shooter,,PC,Unknown,Oddworld Inhabitants,,,0.15,,,,,,2004.0
2112,Offspring Fling!,3.0,7.8,0.00026431718061674007,10414.0,Action-Adventure,,PC,Unknown,Kyle Pulver,,,0.15,,,,,,2005.0
2116,Oil Rush,9.0,21.400000000000002,0.0007929515418502203,17786.0,Strategy,,PC,Unknown,Unigine Corp,,,,0.02,,0.02,,0.0,2012.0
2117,OlliOlli,2.0,11.4,0.0001762114537444934,11956.0,Sports,E,PC,Devolver Digital,Roll7,,,0.11,,,,,,2014.0
2119,Omerta - City of Gangsters,17.0,292.8,0.0014977973568281939,7164.0,Simulation,,PC,Unknown,Haemimont Games,,,0.28,,,,,,2002.0
2122,One Finger Death Punch,22.0,180.20000000000005,0.0019383259911894273,3469.0,Fighting,,PC,Unknown,Silver Dollar Games,,,0.67,,,,,,2007.0
